mean_delta,std_delta,mean_abs_delta,std_abs_delta,max_abs_delta,forward_ratio,backward_ratio,zero_ratio,unique_cache_lines,mean_cl_delta,std_cl_delta,unique_pages,read_ratio,write_ratio,unique_ip_count
92361804836.368,5467026084607.553,646532634806.608,5429371959650.116,46180902482208.0,0.934,0.066,0.0,35,3454807.723446894,79203359245.86859,5,0.0,0.0,6
1.024,438.6471178658581,190.992,394.79272857167234,1532.0,0.938,0.062,0.0,36,0.016,6.852565893053293,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204034,2,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,2,0.0,0.0,1
1.024,438.6471178658581,190.992,394.79272857167234,1532.0,0.938,0.062,0.0,36,0.016,6.852565893053293,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,35,0.078,6.783800992940731,2,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,38,0.08,6.776831922204034,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,2,0.0,0.0,1
1.024,438.6471178658581,190.992,394.79272857167234,1532.0,0.938,0.062,0.0,39,0.016,6.852565893053293,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,37,0.08,6.776831922204033,2,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,35,0.078,6.783800992940732,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,37,0.08,6.776831922204033,2,0.0,0.0,1
1.024,438.6471178658581,190.992,394.79272857167234,1532.0,0.938,0.062,0.0,39,0.016,6.852565893053293,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,2,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,38,0.08,6.776831922204033,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,35,0.078,6.783800992940732,2,0.0,0.0,1
1.024,438.6471178658581,190.992,394.79272857167234,1532.0,0.938,0.062,0.0,36,0.016,6.852565893053293,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,2,0.0,0.0,1
5.088,433.8017429198742,188.928,390.441509012451,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,2,0.0,0.0,1
1.024,438.6471178658581,190.992,394.79272857167234,1532.0,0.938,0.062,0.0,36,0.016,6.852565893053293,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,35,0.078,6.783800992940732,2,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,38,0.08,6.776831922204033,1,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,2,0.0,0.0,1
1.024,438.6471178658581,190.992,394.79272857167234,1532.0,0.938,0.062,0.0,39,0.016,6.852565893053293,2,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,37,0.08,6.776831922204033,2,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,35,0.078,6.783800992940732,2,0.0,0.0,1
5.088,433.80174291987424,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,37,0.08,6.776831922204033,2,0.0,0.0,1
1.024,438.6471178658581,190.992,394.79272857167234,1532.0,0.938,0.062,0.0,39,0.016,6.852565893053293,2,0.0,0.0,1
5.088,433.8017429198742,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,39,0.08,6.776831922204033,2,0.0,0.0,1
5.088,433.8017429198742,188.928,390.44150901245104,1532.0,0.94,0.06,0.0,38,0.08,6.776831922204033,2,0.0,0.0,1
