mean_delta,std_delta,mean_abs_delta,std_abs_delta,max_abs_delta,forward_ratio,backward_ratio,zero_ratio,unique_cache_lines,mean_cl_delta,std_cl_delta,unique_pages,read_ratio,write_ratio,unique_ip_count
91961047060.848,5430075194455.929,643727330173.2,5392492475002.744,45980523592704.0,0.994,0.006,0.0,42,28434389.685370743,78862216489.98257,5,0.0,0.0,6
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,41,0.128,0.5515654529589354,2,0.0,0.0,1
8.096,32.15379475324908,8.096,32.15379475324908,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
7.584,30.10767157678506,7.584,30.10767157678506,260.0,1.0,0.0,0.0,39,0.118,0.5221314417701445,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,41,0.128,0.5515654529589354,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
-56.928,1443.006892776747,72.08,1442.3280646552587,32252.0,0.998,0.002,0.0,40,-0.89,22.55089767552378,3,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
7.584,30.10767157678506,7.584,30.10767157678506,260.0,1.0,0.0,0.0,40,0.12,0.5235917270098777,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324908,8.096,32.15379475324908,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324908,8.096,32.15379475324908,260.0,1.0,0.0,0.0,41,0.128,0.5515654529589354,2,0.0,0.0,1
7.584,30.10767157678506,7.584,30.10767157678506,260.0,1.0,0.0,0.0,39,0.118,0.5221314417701445,2,0.0,0.0,1
7.584,30.10767157678506,7.584,30.10767157678506,260.0,1.0,0.0,0.0,39,0.118,0.5221314417701445,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,41,0.128,0.5515654529589354,2,0.0,0.0,1
8.096,32.15379475324908,8.096,32.15379475324908,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
7.584,30.10767157678506,7.584,30.10767157678506,260.0,1.0,0.0,0.0,39,0.118,0.5221314417701445,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,41,0.128,0.5515654529589354,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
-56.928,1443.006892776747,72.08,1442.3280646552587,32252.0,0.998,0.002,0.0,40,-0.89,22.550897675523778,3,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
7.584,30.10767157678506,7.584,30.10767157678506,260.0,1.0,0.0,0.0,40,0.12,0.5235917270098777,1,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324909,8.096,32.15379475324909,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324908,8.096,32.15379475324908,260.0,1.0,0.0,0.0,40,0.126,0.5502085594734379,2,0.0,0.0,1
8.096,32.15379475324908,8.096,32.15379475324908,260.0,1.0,0.0,0.0,41,0.128,0.5515654529589354,2,0.0,0.0,1
7.584,30.10767157678506,7.584,30.10767157678506,260.0,1.0,0.0,0.0,39,0.118,0.5221314417701445,2,0.0,0.0,1
