mean_delta,std_delta,mean_abs_delta,std_abs_delta,max_abs_delta,forward_ratio,backward_ratio,zero_ratio,unique_cache_lines,mean_cl_delta,std_cl_delta,unique_pages,read_ratio,write_ratio,unique_ip_count
92474578018.384,5457593570491.318,647322046864.416,5419781425678.903,46237289067952.0,0.992,0.008,0.0,51,34000343.15631262,79303665483.45966,6,0.0,0.0,6
0.16,498.4516048773538,61.568,494.6269432633083,7676.0,0.996,0.004,0.0,47,0.002,7.792524808158877,3,0.0,0.0,1
-0.736,498.04024986437594,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,47,-0.012,7.786212571746603,3,0.0,0.0,1
-0.736,498.04024986437594,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,48,-0.01,7.786344091331775,3,0.0,0.0,1
14.624,360.2114200831459,45.328,357.642016603307,7676.0,0.998,0.002,0.0,50,0.228,5.631646907769305,4,0.0,0.0,1
0.16,498.4516048773538,61.568,494.6269432633083,7676.0,0.996,0.004,0.0,47,0.002,7.792524808158877,3,0.0,0.0,1
-0.736,498.0402498643759,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,47,-0.012,7.786212571746603,3,0.0,0.0,1
-0.736,498.0402498643759,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,48,-0.01,7.786344091331774,3,0.0,0.0,1
14.624,360.2114200831459,45.328,357.64201660330707,7676.0,0.998,0.002,0.0,53,0.228,5.631646907769305,4,0.0,0.0,1
0.16,498.45160487735376,61.568,494.6269432633083,7676.0,0.996,0.004,0.0,47,0.002,7.792524808158877,3,0.0,0.0,1
-0.736,498.04024986437594,60.672,494.3239471697594,7676.0,0.996,0.004,0.0,47,-0.012,7.786212571746604,3,0.0,0.0,1
-0.736,498.04024986437594,60.672,494.3239471697594,7676.0,0.996,0.004,0.0,48,-0.01,7.786344091331775,3,0.0,0.0,1
14.624,360.2114200831459,45.328,357.642016603307,7676.0,0.998,0.002,0.0,56,0.228,5.631646907769305,4,0.0,0.0,1
0.16,498.45160487735376,61.568,494.6269432633083,7676.0,0.996,0.004,0.0,47,0.002,7.792524808158876,3,0.0,0.0,1
-0.736,498.0402498643759,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,47,-0.012,7.786212571746603,3,0.0,0.0,1
-0.736,498.0402498643759,60.672,494.3239471697594,7676.0,0.996,0.004,0.0,48,-0.01,7.786344091331774,3,0.0,0.0,1
14.624,360.21142008314587,45.328,357.642016603307,7676.0,0.998,0.002,0.0,59,0.228,5.631646907769305,5,0.0,0.0,1
0.16,498.45160487735376,61.568,494.6269432633083,7676.0,0.996,0.004,0.0,47,0.002,7.792524808158876,3,0.0,0.0,1
-0.736,498.0402498643759,60.672,494.3239471697594,7676.0,0.996,0.004,0.0,47,-0.012,7.786212571746603,3,0.0,0.0,1
-0.736,498.0402498643759,60.672,494.3239471697594,7676.0,0.996,0.004,0.0,48,-0.01,7.786344091331774,3,0.0,0.0,1
30.88,106.50065906256881,30.88,106.50065906256881,452.0,1.0,0.0,0.0,62,0.482,1.6659010933743372,5,0.0,0.0,1
0.16,498.4516048773538,61.568,494.6269432633083,7676.0,0.996,0.004,0.0,47,0.002,7.792524808158877,3,0.0,0.0,1
-0.736,498.04024986437594,60.672,494.3239471697594,7676.0,0.996,0.004,0.0,47,-0.012,7.786212571746603,3,0.0,0.0,1
-0.736,498.04024986437594,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,48,-0.01,7.786344091331775,3,0.0,0.0,1
14.624,360.2114200831459,45.328,357.642016603307,7676.0,0.998,0.002,0.0,59,0.228,5.631646907769305,4,0.0,0.0,1
0.16,498.4516048773538,61.568,494.6269432633083,7676.0,0.996,0.004,0.0,47,0.002,7.792524808158877,3,0.0,0.0,1
-0.736,498.04024986437594,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,47,-0.012,7.786212571746603,3,0.0,0.0,1
-0.736,498.0402498643759,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,48,-0.01,7.786344091331775,3,0.0,0.0,1
14.624,360.2114200831459,45.328,357.64201660330707,7676.0,0.998,0.002,0.0,56,0.228,5.631646907769305,4,0.0,0.0,1
0.16,498.45160487735376,61.568,494.6269432633083,7676.0,0.996,0.004,0.0,47,0.002,7.792524808158877,3,0.0,0.0,1
-0.736,498.0402498643759,60.672,494.3239471697593,7676.0,0.996,0.004,0.0,47,-0.012,7.786212571746603,3,0.0,0.0,1
-0.736,498.04024986437594,60.672,494.3239471697594,7676.0,0.996,0.004,0.0,48,-0.01,7.786344091331775,3,0.0,0.0,1
