fold,score
0,0.8303714880831433
1,0.847729672018269
2,0.8390814657312329
3,0.8356773902240775
4,0.8401720563508646
5,0.8354029324841714
6,0.8217602167290154
7,0.8289581246207083
8,0.8205279374602039
9,0.8422750866793516
