thread_id,ip,mem_addr,access_type,size,delta,abs_delta,direction,cache_line,cl_delta,page
0,94169201807877,140683274921832,0,8,46514073102208.0,46514073102208.0,1,2198176170653,,34346502666
0,94169201807919,140728311119632,0,8,45036197800.0,45036197800.0,1,2198879861244,703690591.0,34357497831
0,94169201807588,94169201819592,0,8,-46559109300040.0,46559109300040.0,-1,1471393778431,-727486082813.0,22990527787
0,94169201808087,140728311119224,1,8,46559109299632.0,46559109299632.0,1,2198879861237,727486082806.0,34357497831
0,94169201807572,94169201819584,0,8,-46559109299640.0,46559109299640.0,-1,1471393778431,-727486082806.0,22990527787
0,94169201807556,94169201819576,0,8,-8.0,8.0,-1,1471393778430,-1.0,22990527787
0,94169201808149,140728311118832,1,4,46559109299256.0,46559109299256.0,1,2198879861231,727486082801.0,34357497831
0,94169201808149,140728311118836,1,4,4.0,4.0,1,2198879861231,0.0,34357497831
0,94169201808149,140728311118840,1,4,4.0,4.0,1,2198879861231,0.0,34357497831
0,94169201808149,140728311118844,1,4,4.0,4.0,1,2198879861231,0.0,34357497831
0,94169201808149,140728311118848,1,4,4.0,4.0,1,2198879861232,1.0,34357497831
0,94169201808149,140728311118852,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118856,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118860,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118864,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118868,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118872,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118876,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118880,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118884,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118888,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118892,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118896,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118900,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118904,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118908,1,4,4.0,4.0,1,2198879861232,0.0,34357497831
0,94169201808149,140728311118912,1,4,4.0,4.0,1,2198879861233,1.0,34357497831
0,94169201808149,140728311118916,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118920,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118924,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118928,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118932,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118936,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118940,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118944,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118948,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118952,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118956,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118960,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118964,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118968,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118972,1,4,4.0,4.0,1,2198879861233,0.0,34357497831
0,94169201808149,140728311118976,1,4,4.0,4.0,1,2198879861234,1.0,34357497831
0,94169201808149,140728311118980,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311118984,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311118988,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311118992,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311118996,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119000,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119004,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119008,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119012,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119016,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119020,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119024,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119028,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119032,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119036,1,4,4.0,4.0,1,2198879861234,0.0,34357497831
0,94169201808149,140728311119040,1,4,4.0,4.0,1,2198879861235,1.0,34357497831
0,94169201808149,140728311119044,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119048,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119052,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119056,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119060,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119064,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119068,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119072,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119076,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119080,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119084,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119088,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119092,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119096,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119100,1,4,4.0,4.0,1,2198879861235,0.0,34357497831
0,94169201808149,140728311119104,1,4,4.0,4.0,1,2198879861236,1.0,34357497831
0,94169201808149,140728311119108,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119112,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119116,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119120,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119124,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119128,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119132,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119136,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119140,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119144,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119148,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119152,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119156,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119160,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119164,1,4,4.0,4.0,1,2198879861236,0.0,34357497831
0,94169201808149,140728311119168,1,4,4.0,4.0,1,2198879861237,1.0,34357497831
0,94169201808149,140728311119172,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119176,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119180,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119184,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119188,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119192,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119196,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119200,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119204,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119208,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119212,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119216,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119220,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
0,94169201808149,140728311119224,1,4,4.0,4.0,1,2198879861237,0.0,34357497831
